zip,week_of_year,year,Number of patients
92139,25,2017,4
92139,25,2018,5
92139,25,2019,2
92139,25,2020,1
92139,26,2016,4
92139,26,2017,2
92139,26,2018,2
92139,26,2019,2
92139,27,2016,3
92139,27,2017,3
92139,27,2018,1
92139,27,2019,6
92139,28,2016,2
92139,28,2017,4
92139,28,2018,2
92139,28,2019,2
92139,28,2020,1
92139,29,2016,7
92139,29,2017,1
92139,29,2018,3
92139,29,2019,1
92139,30,2016,9
92139,30,2018,3
92139,30,2019,1
92139,30,2020,2
92139,31,2017,1
92139,31,2018,4
92139,31,2019,2
92139,31,2020,2
92139,32,2016,2
92139,32,2017,2
92139,32,2018,1
92139,32,2019,1
92139,33,2016,1
92139,33,2018,4
92139,33,2019,1
92139,33,2020,3
92139,34,2017,5
92139,34,2018,1
92139,34,2019,3
92139,35,2016,2
92139,35,2017,4
92139,35,2018,4
92139,35,2019,7
92139,35,2020,1
92139,36,2016,4
92139,36,2017,3
92139,36,2018,3
92139,36,2019,4
92139,36,2020,1
92139,37,2016,8
92139,37,2017,3
92139,37,2018,6
92139,38,2016,4
92139,38,2017,7
92139,38,2018,3
92139,38,2019,5
92139,39,2016,3
92139,39,2017,9
92139,39,2018,4
92139,39,2019,6
92139,39,2020,1
92139,40,2015,2
92139,40,2016,4
92139,40,2017,5
92139,40,2018,4
92139,40,2019,3
92139,40,2020,3
92139,41,2015,2
92139,41,2016,2
92139,41,2017,3
92139,41,2018,8
92139,41,2019,5
92139,41,2020,2
92139,42,2015,5
92139,42,2016,6
92139,42,2017,8
92139,42,2018,8
92139,42,2019,4
92139,43,2015,8
92139,43,2016,7
92139,43,2017,3
92139,43,2018,12
92139,43,2019,3
92139,44,2015,6
92139,44,2016,3
92139,44,2017,6
92139,44,2018,4
92139,44,2019,4
92139,45,2015,8
92139,45,2016,12
92139,45,2017,7
92139,45,2018,8
92139,45,2019,2
92139,45,2020,1
92139,46,2015,3
92139,46,2016,4
92139,46,2017,10
92139,46,2018,9
92139,46,2019,10
92139,47,2015,7
92139,47,2016,5
92139,47,2017,4
92139,47,2018,2
92139,47,2019,5
92139,47,2020,2
92139,48,2015,5
92139,48,2016,7
92139,48,2017,6
92139,48,2018,5
92139,48,2019,5
92139,48,2020,2
92139,49,2015,2
92139,49,2016,9
92139,49,2017,6
92139,49,2018,8
92139,49,2019,1
92139,49,2020,1
92139,50,2015,4
92139,50,2016,12
92139,50,2017,9
92139,50,2018,11
92139,50,2019,5
92139,51,2015,11
92139,51,2016,5
92139,51,2017,15
92139,51,2018,6
92139,51,2019,6
92139,52,2015,5
92139,52,2016,8
92139,52,2017,16
92139,52,2018,5
92139,52,2019,17
92139,53,2015,1
92139,53,2016,4
92142,4,2019,1
92142,5,2016,1
92142,31,2016,1
92142,33,2019,1
92142,41,2017,1
92142,45,2017,1
92142,51,2017,1
92143,5,2017,1
92143,10,2018,1
92143,11,2020,1
92143,12,2018,1
92143,12,2020,1
92143,13,2020,1
92143,19,2019,2
92143,20,2019,1
92143,23,2016,1
92143,23,2018,2
92143,28,2016,1
92143,29,2019,1
92143,35,2017,1
92143,41,2018,1
92143,41,2019,1
92143,42,2016,1
92143,51,2019,1
92145,7,2020,1
92145,12,2019,1
92145,37,2020,1
92145,44,2019,1
92149,14,2017,1
92149,36,2016,1
92149,42,2019,1
92149,47,2017,1
92150,4,2018,1
92150,5,2018,1
92150,12,2020,1
92150,41,2017,1
92150,48,2019,1
92150,49,2017,1
92153,1,2017,1
92153,9,2019,1
92153,12,2017,2
92153,16,2019,1
92153,23,2016,1
92153,33,2019,1
92153,35,2017,1
92153,37,2017,1
92153,41,2020,1
92153,45,2015,1
92153,49,2016,2
92153,50,2016,1
92153,52,2016,1
92153,52,2018,1
92154,1,2016,16
92154,1,2017,10
92154,1,2018,45
92154,1,2019,26
92154,1,2020,22
92154,2,2016,16
92154,2,2017,15
92154,2,2018,32
92154,2,2019,20
92154,2,2020,30
92154,3,2016,15
92154,3,2017,20
92154,3,2018,20
92154,3,2019,18
92154,3,2020,28
92154,4,2016,16
92154,4,2017,23
92154,4,2018,17
92154,4,2019,15
92154,4,2020,32
92154,5,2016,20
92154,5,2017,23
92154,5,2018,25
92154,5,2019,28
92154,5,2020,28
92154,6,2016,30
92154,6,2017,25
92154,6,2018,12
92154,6,2019,21
92154,6,2020,19
92154,7,2016,28
92154,7,2017,25
92154,7,2018,28
92154,7,2019,23
92154,7,2020,36
92154,8,2016,20
92154,8,2017,20
92154,8,2018,20
92154,8,2019,26
92154,8,2020,18
92154,9,2016,18
92154,9,2017,20
92154,9,2018,20
92154,9,2019,26
92154,9,2020,16
92154,10,2016,17
92154,10,2017,22
92154,10,2018,24
92154,10,2019,43
92154,10,2020,11
92154,11,2016,11
92154,11,2017,17
92154,11,2018,22
92154,11,2019,21
92154,11,2020,20
92154,12,2016,11
92154,12,2017,12
92154,12,2018,14
92154,12,2019,21
92154,12,2020,16
92154,13,2016,16
92154,13,2017,12
92154,13,2018,14
92154,13,2019,16
92154,13,2020,7
92154,14,2016,10
92154,14,2017,11
92154,14,2018,9
92154,14,2019,18
92154,14,2020,3
92154,15,2016,14
92154,15,2017,7
92154,15,2018,6
92154,15,2019,12
92154,15,2020,4
92154,16,2016,9
92154,16,2017,16
92154,16,2018,14
92154,16,2019,12
92154,16,2020,1
92154,17,2016,13
92154,17,2017,13
92154,17,2018,9
92154,17,2019,15
92154,17,2020,2
92154,18,2016,8
92154,18,2017,14
92154,18,2018,11
92154,18,2019,11
92154,18,2020,2
92154,19,2016,14
92154,19,2017,16
92154,19,2018,15
92154,19,2019,6
92154,19,2020,1
92154,20,2016,13
92154,20,2017,11
92154,20,2018,6
92154,20,2019,9
92154,20,2020,3
92154,21,2016,11
92154,21,2017,13
92154,21,2018,10
92154,21,2019,12
92154,21,2020,1
92154,22,2016,5
92154,22,2017,14
92154,22,2018,8
92154,22,2019,11
92154,23,2016,6
92154,23,2017,5
92154,23,2018,8
92154,23,2019,7
92154,23,2020,1
92154,24,2016,10
92154,24,2017,8
92154,24,2018,6
92154,24,2019,6
92154,24,2020,1
92154,25,2016,8
92154,25,2017,10
92154,25,2018,9
92154,25,2019,6
92154,25,2020,1
92154,26,2016,10
92154,26,2017,6
92154,26,2018,3
92154,26,2019,3
92154,27,2016,6
92154,27,2017,8
92154,27,2018,7
92154,27,2019,7
92154,27,2020,3
92154,28,2016,4
92154,28,2017,4
92154,28,2018,8
92154,28,2019,6
92154,29,2016,2
92154,29,2017,2
92154,29,2018,2
92154,29,2019,3
92154,29,2020,1
92154,30,2016,3
92154,30,2017,3
92154,30,2018,6
92154,30,2019,6
92154,30,2020,1
92154,31,2016,6
92154,31,2017,7
92154,31,2018,6
92154,31,2019,6
92154,31,2020,4
92154,32,2016,11
92154,32,2017,6
92154,32,2018,3
92154,32,2019,2
92154,32,2020,2
92154,33,2016,2
92154,33,2017,9
92154,33,2018,5
92154,33,2019,1
92154,33,2020,5
92154,34,2016,9
92154,34,2017,6
92154,34,2018,1
92154,34,2019,7
92154,34,2020,2
92154,35,2016,5
92154,35,2017,10
92154,35,2018,7
92154,35,2019,13
92154,35,2020,1
92154,36,2016,16
92154,36,2017,11
92154,36,2018,8
92154,36,2019,16
92154,36,2020,8
92154,37,2016,7
92154,37,2017,14
92154,37,2018,9
92154,37,2019,9
92154,37,2020,3
92154,38,2016,5
92154,38,2017,12
92154,38,2018,9
92154,38,2019,8
92154,38,2020,3
92154,39,2016,8
92154,39,2017,17
92154,39,2018,11
92154,39,2019,4
92154,39,2020,4
92154,40,2015,7
92154,40,2016,3
92154,40,2017,12
92154,40,2018,10
92154,40,2019,9
92154,40,2020,6
92154,41,2015,13
92154,41,2016,7
92154,41,2017,13
92154,41,2018,13
92154,41,2019,11
92154,41,2020,3
92154,42,2015,12
92154,42,2016,8
92154,42,2017,11
92154,42,2018,7
92154,42,2019,11
92154,42,2020,4
92154,43,2015,14
92154,43,2016,16
92154,43,2017,8
92154,43,2018,15
92154,43,2019,14
92154,43,2020,1
92154,44,2015,10
92154,44,2016,12
92154,44,2017,15
92154,44,2018,16
92154,44,2019,8
92154,44,2020,1
92154,45,2015,8
92154,45,2016,12
92154,45,2017,14
92154,45,2018,11
92154,45,2019,20
92154,45,2020,5
92154,46,2015,10
92154,46,2016,13
92154,46,2017,14
92154,46,2018,15
92154,46,2019,19
92154,46,2020,5
92154,47,2015,12
92154,47,2016,10
92154,47,2017,14
92154,47,2018,7
92154,47,2019,8
92154,47,2020,5
92154,48,2015,13
92154,48,2016,11
92154,48,2017,11
92154,48,2018,14
92154,48,2019,15
92154,48,2020,6
92154,49,2015,15
92154,49,2016,15
92154,49,2017,12
92154,49,2018,15
92154,49,2019,8
92154,49,2020,3
92154,50,2015,9
92154,50,2016,20
92154,50,2017,23
92154,50,2018,23
92154,50,2019,14
92154,51,2015,9
92154,51,2016,31
92154,51,2017,24
92154,51,2018,14
92154,51,2019,19
92154,52,2015,14
92154,52,2016,14
92154,52,2017,41
92154,52,2018,36
92154,52,2019,23
92154,53,2015,10
92154,53,2016,10
92159,2,2019,1
92159,4,2017,1
92159,4,2020,1
92159,14,2018,1
92159,32,2017,1
92159,38,2016,1
92159,49,2017,1
92160,2,2016,1
92160,4,2017,1
92160,4,2018,1
92160,4,2019,1
92160,7,2019,1
92160,24,2019,1
92160,31,2020,1
92160,32,2016,1
92160,33,2018,1
92160,49,2015,1
92160,51,2018,1
92163,10,2019,1
92163,50,2016,1
92165,5,2016,1
92165,7,2017,1
92165,7,2020,1
92165,9,2016,1
92165,9,2020,1
92165,15,2018,1
92165,28,2016,1
92165,31,2016,1
92165,33,2019,1
92165,36,2017,1
92165,50,2017,1
92167,7,2019,1
92167,10,2018,1
92167,22,2018,1
92167,45,2017,1
92167,48,2019,1
92167,52,2017,1
92168,10,2016,1
92168,11,2016,1
92168,11,2017,1
92168,14,2018,1
92168,28,2016,1
92169,46,2015,1
92170,6,2018,1
92170,19,2019,1
92170,36,2017,1
92170,40,2017,1
92170,50,2019,1
92171,3,2019,1
92171,3,2020,1
92171,10,2017,1
92171,14,2018,1
92171,20,2018,1
92171,21,2018,1
92171,24,2017,1
92171,26,2017,1
92171,28,2017,1
92171,31,2019,2
92171,33,2016,1
92171,33,2018,1
92171,34,2016,1
92171,43,2017,1
92171,48,2018,1
92171,50,2016,1
92171,51,2017,2
92172,4,2020,1
92172,31,2017,1
92173,1,2016,4
92173,1,2017,13
92173,1,2018,21
92173,1,2019,14
92173,1,2020,14
92173,2,2016,4
92173,2,2017,6
92173,2,2018,14
92173,2,2019,3
92173,2,2020,15
92173,3,2016,5
92173,3,2017,13
92173,3,2018,7
92173,3,2019,7
92173,3,2020,20
92173,4,2016,9
92173,4,2017,4
92173,4,2018,8
92173,4,2019,10
92173,4,2020,18
92173,5,2016,12
92173,5,2017,12
92173,5,2018,10
92173,5,2019,9
92173,5,2020,10
92173,6,2016,6
92173,6,2017,17
92173,6,2018,11
92173,6,2019,14
92173,6,2020,21
92173,7,2016,12
92173,7,2017,11
92173,7,2018,5
92173,7,2019,8
92173,7,2020,14
92173,8,2016,7
92173,8,2017,7
92173,8,2018,10
92173,8,2019,13
92173,8,2020,11
92173,9,2016,12
92173,9,2017,9
92173,9,2018,8
92173,9,2019,13
92173,9,2020,9
92173,10,2016,5
92173,10,2017,8
92173,10,2018,9
92173,10,2019,11
92173,10,2020,8
92173,11,2016,14
92173,11,2017,9
92173,11,2018,11
92173,11,2019,13
92173,11,2020,14
92173,12,2016,12
92173,12,2017,5
92173,12,2018,11
92173,12,2019,8
92173,12,2020,8
92173,13,2016,11
92173,13,2017,8
92173,13,2018,2
92173,13,2019,8
92173,13,2020,3
92173,14,2016,7
92173,14,2017,5
92173,14,2018,9
92173,14,2019,3
92173,14,2020,1
92173,15,2016,2
92173,15,2017,5
92173,15,2018,4
92173,15,2019,5
92173,16,2016,5
92173,16,2017,3
92173,16,2018,4
92173,16,2019,5
92173,17,2016,4
92173,17,2017,5
92173,17,2018,2
92173,17,2019,4
92173,17,2020,1
92173,18,2016,6
92173,18,2017,4
92173,18,2018,7
92173,18,2019,6
92173,18,2020,2
92173,19,2016,6
92173,19,2017,5
92173,19,2018,7
92173,19,2019,6
92173,19,2020,1
92173,20,2016,8
92173,20,2017,10
92173,20,2018,2
92173,20,2019,7
92173,20,2020,1
92173,21,2016,6
92173,21,2017,4
92173,21,2018,4
92173,21,2019,3
92173,22,2016,1
92173,22,2017,5
92173,22,2018,3
92173,22,2019,2
92173,23,2016,1
92173,23,2017,8
92173,23,2018,3
92173,23,2019,5
92173,24,2016,7
92173,24,2017,5
92173,24,2018,6
92173,24,2019,5
92173,24,2020,2
92173,25,2016,6
92173,25,2017,9
92173,25,2018,4
92173,25,2019,7
92173,25,2020,1
92173,26,2016,7
92173,26,2017,6
92173,26,2018,1
92173,26,2019,2
92173,27,2016,2
92173,27,2017,10
92173,27,2018,9
92173,27,2019,4
92173,28,2016,3
92173,28,2017,4
92173,28,2018,3
92173,28,2019,3
92173,29,2016,5
92173,29,2017,3
92173,29,2019,2
92173,30,2016,4
92173,30,2017,1
92173,30,2018,1
92173,30,2019,5
92173,30,2020,3
92173,31,2016,1
92173,31,2017,4
92173,31,2018,2
92173,31,2019,2
92173,31,2020,2
92173,32,2016,4
92173,32,2017,3
92173,32,2018,2
92173,32,2019,3
92173,32,2020,2
92173,33,2016,5
92173,33,2017,2
92173,33,2018,4
92173,33,2019,4
92173,33,2020,1
92173,34,2016,1
92173,34,2017,4
92173,34,2018,3
92173,34,2019,5
92173,35,2016,3
92173,35,2017,3
92173,35,2018,5
92173,35,2019,1
92173,35,2020,2
92173,36,2016,7
92173,36,2017,4
92173,36,2018,6
92173,36,2019,8
92173,36,2020,2
92173,37,2016,4
92173,37,2017,4
92173,37,2018,5
92173,37,2019,2
92173,37,2020,3
92173,38,2016,5
92173,38,2017,3
92173,38,2018,6
92173,38,2019,6
92173,38,2020,3
92173,39,2016,8
92173,39,2017,7
92173,39,2018,5
92173,39,2019,3
92173,40,2015,3
92173,40,2016,5
92173,40,2017,8
92173,40,2018,3
92173,40,2019,3
92173,40,2020,3
92173,41,2015,5
92173,41,2016,10
92173,41,2017,2
92173,41,2018,2
92173,41,2019,5
92173,42,2015,7
92173,42,2016,3
92173,42,2017,7
92173,42,2018,10
92173,42,2019,8
92173,42,2020,1
92173,43,2015,5
92173,43,2016,11
92173,43,2017,5
92173,43,2018,4
92173,43,2019,8
92173,43,2020,1
92173,44,2015,2
92173,44,2016,9
92173,44,2017,9
92173,44,2018,9
92173,44,2019,3
92173,45,2015,4
92173,45,2016,10
92173,45,2017,4
92173,45,2018,4
92173,45,2019,4
92173,45,2020,1
92173,46,2015,3
92173,46,2016,7
92173,46,2017,8
92173,46,2018,10
92173,46,2019,6
92173,47,2015,6
92173,47,2016,7
92173,47,2017,14
92173,47,2018,6
92173,47,2019,5
92173,48,2015,8
92173,48,2016,15
92173,48,2017,5
92173,48,2018,6
92173,48,2019,6
92173,48,2020,2
92173,49,2015,6
92173,49,2016,12
92173,49,2017,7
92173,49,2018,8
92173,49,2019,2
92173,49,2020,2
92173,50,2015,13
92173,50,2016,17
92173,50,2017,10
92173,50,2018,12
92173,50,2019,4
92173,51,2015,4
92173,51,2016,18
92173,51,2017,13
92173,51,2018,11
92173,51,2019,10
92173,52,2015,9
92173,52,2016,13
92173,52,2017,17
92173,52,2018,7
92173,52,2019,13
92173,53,2015,2
92173,53,2016,3
92174,4,2019,1
92174,5,2019,1
92174,13,2019,1
92174,17,2019,1
92174,31,2018,1
92174,34,2019,1
92174,38,2017,1
92174,45,2017,1
92174,48,2016,1
92174,52,2017,2
92175,23,2017,1
92175,25,2016,1
92175,40,2015,1
92175,49,2019,1
92175,53,2016,1
92176,3,2016,1
92176,3,2020,1
92176,4,2020,1
92176,5,2019,1
92176,7,2016,1
92176,8,2019,1
92176,10,2018,2
92176,10,2019,1
92176,15,2019,1
92176,19,2018,1
92176,27,2019,1
92176,33,2019,1
92176,40,2017,1
92176,52,2017,1
92176,52,2018,1
92177,1,2020,1
92177,5,2019,1
92177,14,2017,1
92177,15,2020,1
92177,36,2020,1
92177,44,2017,1
92177,45,2018,1
92177,46,2017,1
92177,49,2018,1
92177,49,2019,1
92177,52,2017,1
92178,8,2020,1
92178,11,2017,1
92178,13,2020,1
92178,31,2019,1
92191,7,2016,1
92191,10,2020,1
92192,1,2019,1
92192,3,2016,1
92192,12,2017,1
92192,14,2017,1
92192,16,2019,1
92192,30,2016,1
92192,46,2015,1
92192,47,2017,1
92193,1,2018,1
92193,1,2019,1
92193,2,2016,1
92193,2,2018,1
92193,3,2019,1
92193,4,2017,1
92193,4,2019,1
92193,6,2017,2
92193,8,2018,1
92193,11,2020,1
92193,18,2019,1
92193,33,2016,1
92193,34,2020,1
92193,39,2017,1
92193,51,2018,3
92193,52,2017,1
92195,1,2018,1
92195,2,2020,3
92195,3,2018,1
92195,3,2019,2
92195,6,2020,1
92195,7,2016,1
92195,7,2017,1
92195,8,2018,1
92195,9,2020,2
92195,19,2017,1
92195,33,2016,1
92195,35,2017,1
92195,36,2019,1
92195,37,2018,1
92195,45,2017,1
92195,50,2018,1
92195,51,2017,1
92195,52,2017,1
92196,7,2018,1
92196,9,2020,1
92196,14,2018,1
92196,46,2018,1
92196,47,2019,1
92198,2,2020,1
92198,12,2016,1
92198,25,2018,1
92198,32,2019,1
92198,33,2020,1
92198,39,2019,1
92198,49,2017,1
92201,16,2018,1
92201,18,2018,1
92201,31,2016,1
92203,2,2020,1
92203,50,2018,1
92203,52,2016,1
92210,44,2015,1
92211,50,2019,1
92220,4,2016,1
92220,9,2018,1
92220,11,2019,1
92220,12,2019,1
92220,22,2019,2
92220,42,2015,1
92220,44,2020,1
92220,46,2019,1
92220,52,2018,1
92220,52,2019,1
92223,13,2018,1
92225,25,2017,1
92225,47,2019,1
92225,52,2017,1
92226,10,2018,1
92226,50,2018,1
92227,1,2016,1
92227,1,2019,2
92227,2,2016,1
92227,2,2017,1
92227,3,2017,1
92227,4,2018,1
92227,5,2016,1
92227,5,2017,1
92227,6,2016,1
92227,6,2017,1
92227,7,2016,1
92227,7,2018,3
92227,7,2020,1
92227,8,2018,3
92227,8,2020,1
92227,9,2017,1
92227,9,2019,2
92227,10,2018,1
92227,11,2019,1
92227,12,2018,1
92227,13,2016,2
92227,13,2017,1
92227,13,2018,1
92227,14,2019,1
92227,14,2020,1
92227,15,2019,1
92227,16,2019,1
92227,18,2017,1
92227,19,2017,3
92227,19,2019,1
92227,20,2019,1
92227,21,2019,2
92227,23,2016,1
92227,25,2020,1
92227,28,2016,1
92227,30,2018,1
92227,32,2019,1
92227,33,2016,1
92227,36,2016,1
92227,36,2018,1
92227,37,2019,1
92227,38,2016,1
92227,38,2017,2
92227,40,2018,1
92227,41,2015,1
92227,41,2018,1
92227,42,2017,1
92227,43,2015,1
92227,43,2018,1
92227,44,2017,1
92227,44,2019,1
92227,44,2020,1
92227,46,2015,1
92227,47,2015,1
92227,47,2019,1
92227,48,2017,1
