zip,week_of_year,year,Number of patients
92064,51,2017,8
92064,51,2018,2
92064,51,2019,5
92064,52,2015,4
92064,52,2016,2
92064,52,2017,10
92064,52,2018,5
92064,52,2019,8
92064,53,2015,3
92064,53,2016,3
92065,1,2016,3
92065,1,2017,5
92065,1,2018,4
92065,1,2019,4
92065,1,2020,6
92065,2,2016,1
92065,2,2017,5
92065,2,2018,2
92065,2,2019,4
92065,2,2020,3
92065,3,2016,5
92065,3,2017,7
92065,3,2018,2
92065,3,2019,4
92065,3,2020,8
92065,4,2016,6
92065,4,2017,6
92065,4,2018,6
92065,4,2019,2
92065,4,2020,13
92065,5,2016,3
92065,5,2017,1
92065,5,2018,11
92065,5,2019,1
92065,5,2020,6
92065,6,2016,7
92065,6,2017,5
92065,6,2018,1
92065,6,2019,2
92065,6,2020,4
92065,7,2016,6
92065,7,2017,5
92065,7,2018,8
92065,7,2019,2
92065,7,2020,5
92065,8,2016,6
92065,8,2018,4
92065,8,2019,6
92065,8,2020,5
92065,9,2016,3
92065,9,2017,7
92065,9,2018,4
92065,9,2019,2
92065,9,2020,2
92065,10,2016,5
92065,10,2017,4
92065,10,2018,6
92065,10,2019,4
92065,10,2020,3
92065,11,2016,4
92065,11,2017,1
92065,11,2018,5
92065,11,2019,3
92065,11,2020,8
92065,12,2016,4
92065,12,2017,1
92065,12,2018,5
92065,12,2019,4
92065,12,2020,2
92065,13,2016,1
92065,13,2017,2
92065,13,2018,5
92065,13,2019,13
92065,13,2020,2
92065,14,2016,3
92065,14,2017,1
92065,14,2018,2
92065,14,2019,4
92065,14,2020,3
92065,15,2016,5
92065,15,2017,6
92065,15,2018,3
92065,15,2019,6
92065,16,2016,3
92065,16,2017,7
92065,16,2018,4
92065,16,2019,4
92065,17,2016,2
92065,17,2017,2
92065,17,2018,1
92065,17,2019,5
92065,18,2016,2
92065,18,2017,3
92065,18,2018,2
92065,18,2019,7
92065,18,2020,1
92065,19,2016,2
92065,19,2017,2
92065,19,2018,5
92065,19,2019,3
92065,20,2017,8
92065,20,2018,3
92065,20,2019,3
92065,21,2017,3
92065,21,2018,1
92065,21,2019,4
92065,21,2020,1
92065,22,2016,2
92065,22,2017,3
92065,22,2018,1
92065,22,2019,9
92065,23,2016,1
92065,23,2017,2
92065,23,2018,1
92065,23,2019,5
92065,24,2016,3
92065,24,2017,2
92065,24,2019,2
92065,25,2016,3
92065,25,2017,2
92065,25,2018,2
92065,25,2019,2
92065,26,2016,6
92065,26,2017,2
92065,26,2019,2
92065,27,2016,1
92065,27,2017,1
92065,27,2018,1
92065,27,2019,4
92065,28,2016,1
92065,28,2017,1
92065,28,2018,1
92065,28,2019,3
92065,29,2016,3
92065,29,2017,2
92065,29,2019,3
92065,30,2017,1
92065,30,2018,4
92065,30,2019,2
92065,31,2016,1
92065,31,2017,3
92065,31,2018,3
92065,32,2016,1
92065,32,2017,3
92065,32,2019,1
92065,33,2016,3
92065,33,2017,1
92065,33,2018,2
92065,33,2019,2
92065,33,2020,1
92065,34,2016,1
92065,34,2018,1
92065,34,2019,3
92065,35,2016,1
92065,35,2017,1
92065,35,2020,1
92065,36,2016,4
92065,36,2017,2
92065,36,2018,1
92065,36,2019,3
92065,36,2020,1
92065,37,2016,2
92065,37,2017,2
92065,37,2018,3
92065,37,2019,5
92065,37,2020,1
92065,38,2016,3
92065,38,2017,6
92065,38,2018,4
92065,38,2019,2
92065,39,2016,4
92065,39,2017,3
92065,39,2018,4
92065,39,2019,3
92065,39,2020,1
92065,40,2016,3
92065,40,2017,2
92065,40,2018,2
92065,40,2019,5
92065,41,2015,3
92065,41,2017,4
92065,41,2018,2
92065,41,2019,3
92065,41,2020,2
92065,42,2015,3
92065,42,2016,4
92065,42,2017,4
92065,42,2019,4
92065,43,2015,3
92065,43,2016,4
92065,43,2017,1
92065,43,2019,2
92065,44,2015,5
92065,44,2016,2
92065,44,2018,4
92065,44,2019,4
92065,44,2020,1
92065,45,2015,9
92065,45,2016,1
92065,45,2017,3
92065,45,2019,3
92065,46,2015,1
92065,46,2016,1
92065,46,2017,2
92065,46,2019,2
92065,47,2015,5
92065,47,2016,5
92065,47,2017,5
92065,47,2018,1
92065,47,2019,6
92065,48,2015,4
92065,48,2016,2
92065,48,2017,6
92065,48,2018,1
92065,48,2019,1
92065,48,2020,1
92065,49,2016,1
92065,49,2017,4
92065,49,2018,2
92065,49,2019,6
92065,49,2020,1
92065,50,2015,6
92065,50,2016,1
92065,50,2017,2
92065,50,2018,1
92065,50,2019,3
92065,51,2015,5
92065,51,2016,2
92065,51,2017,3
92065,51,2018,8
92065,51,2019,3
92065,52,2015,10
92065,52,2016,3
92065,52,2017,20
92065,52,2018,6
92065,52,2019,7
92065,53,2015,4
92065,53,2016,2
92066,28,2020,1
92066,51,2015,1
92067,1,2019,1
92067,2,2017,1
92067,3,2020,1
92067,4,2019,2
92067,4,2020,1
92067,5,2016,1
92067,6,2017,1
92067,6,2018,1
92067,6,2020,2
92067,7,2018,1
92067,8,2017,1
92067,9,2018,1
92067,10,2016,1
92067,12,2016,1
92067,12,2017,1
92067,12,2020,1
92067,13,2018,1
92067,13,2019,1
92067,14,2018,1
92067,14,2019,1
92067,16,2017,1
92067,17,2019,2
92067,18,2018,2
92067,19,2018,1
92067,20,2019,3
92067,22,2017,1
92067,23,2019,1
92067,25,2016,1
92067,28,2016,1
92067,29,2016,2
92067,30,2019,1
92067,34,2020,1
92067,35,2016,1
92067,36,2020,1
92067,37,2017,1
92067,38,2019,1
92067,40,2015,1
92067,40,2017,1
92067,40,2019,1
92067,41,2015,1
92067,41,2017,3
92067,42,2018,2
92067,43,2018,1
92067,43,2019,2
92067,44,2018,1
92067,45,2015,1
92067,45,2019,1
92067,47,2015,1
92067,47,2019,1
92067,48,2015,1
92067,49,2018,1
92067,49,2019,3
92067,50,2017,1
92067,51,2016,3
92067,51,2019,2
92067,52,2015,1
92067,52,2016,1
92067,52,2017,2
92067,52,2019,1
92068,14,2018,1
92068,26,2019,1
92069,1,2016,5
92069,1,2017,2
92069,1,2018,10
92069,1,2019,5
92069,1,2020,1
92069,2,2016,3
92069,2,2017,3
92069,2,2018,5
92069,2,2019,5
92069,2,2020,4
92069,3,2016,6
92069,3,2017,5
92069,3,2018,5
92069,3,2019,6
92069,3,2020,5
92069,4,2016,6
92069,4,2017,3
92069,4,2018,6
92069,4,2019,9
92069,4,2020,3
92069,5,2016,6
92069,5,2017,4
92069,5,2018,5
92069,5,2019,2
92069,5,2020,9
92069,6,2016,7
92069,6,2018,6
92069,6,2019,5
92069,6,2020,2
92069,7,2016,5
92069,7,2017,1
92069,7,2018,5
92069,7,2019,4
92069,7,2020,5
92069,8,2016,3
92069,8,2017,3
92069,8,2018,6
92069,8,2019,4
92069,8,2020,11
92069,9,2016,3
92069,9,2017,3
92069,9,2018,2
92069,9,2019,5
92069,9,2020,3
92069,10,2016,2
92069,10,2017,3
92069,10,2018,7
92069,10,2019,5
92069,10,2020,1
92069,11,2016,2
92069,11,2017,3
92069,11,2018,3
92069,11,2019,8
92069,11,2020,3
92069,12,2016,2
92069,12,2017,2
92069,12,2018,7
92069,12,2019,6
92069,12,2020,7
92069,13,2016,3
92069,13,2017,2
92069,13,2018,6
92069,13,2019,6
92069,13,2020,2
92069,14,2016,2
92069,14,2017,3
92069,14,2018,3
92069,14,2019,2
92069,14,2020,3
92069,15,2016,2
92069,15,2017,2
92069,15,2018,5
92069,15,2019,2
92069,15,2020,1
92069,16,2016,2
92069,16,2017,2
92069,16,2018,5
92069,16,2019,3
92069,16,2020,2
92069,17,2016,3
92069,17,2017,2
92069,17,2018,3
92069,17,2019,3
92069,18,2016,1
92069,18,2017,1
92069,18,2019,2
92069,19,2016,4
92069,19,2017,5
92069,19,2018,3
92069,19,2019,7
92069,19,2020,1
92069,20,2016,1
92069,20,2017,4
92069,20,2018,1
92069,20,2019,8
92069,21,2016,3
92069,21,2017,2
92069,21,2018,1
92069,21,2019,3
92069,22,2016,5
92069,22,2018,7
92069,22,2019,4
92069,23,2017,2
92069,23,2018,2
92069,24,2017,2
92069,24,2018,1
92069,24,2019,3
92069,24,2020,1
92069,25,2016,1
92069,25,2017,6
92069,25,2018,1
92069,25,2019,3
92069,26,2016,3
92069,26,2017,4
92069,26,2018,1
92069,26,2019,4
92069,27,2016,1
92069,27,2017,1
92069,27,2019,1
92069,28,2019,4
92069,29,2016,1
92069,29,2018,1
92069,29,2019,4
92069,30,2016,1
92069,30,2017,1
92069,31,2016,1
92069,31,2017,2
92069,31,2019,5
92069,31,2020,1
92069,32,2016,1
92069,32,2017,2
92069,32,2019,1
92069,33,2016,1
92069,33,2018,1
92069,33,2019,3
92069,34,2016,1
92069,34,2017,4
92069,34,2019,2
92069,35,2016,1
92069,35,2017,2
92069,35,2018,1
92069,35,2019,3
92069,36,2017,1
92069,36,2018,1
92069,36,2019,3
92069,37,2016,3
92069,37,2018,5
92069,37,2019,1
92069,37,2020,2
92069,38,2017,3
92069,38,2019,7
92069,39,2016,1
92069,39,2017,2
92069,39,2019,4
92069,40,2015,2
92069,40,2019,3
92069,41,2015,2
92069,41,2016,2
92069,41,2017,2
92069,41,2018,3
92069,41,2019,1
92069,41,2020,1
92069,42,2017,2
92069,42,2018,4
92069,42,2019,2
92069,43,2015,3
92069,43,2017,3
92069,43,2018,2
92069,43,2019,4
92069,44,2015,3
92069,44,2016,3
92069,44,2017,2
92069,44,2019,2
92069,44,2020,2
92069,45,2015,2
92069,45,2016,1
92069,45,2017,4
92069,45,2018,1
92069,45,2019,1
92069,46,2015,1
92069,46,2016,1
92069,46,2017,3
92069,46,2019,4
92069,46,2020,1
92069,47,2015,1
92069,47,2016,2
92069,47,2018,1
92069,47,2019,2
92069,47,2020,1
92069,48,2015,3
92069,48,2016,1
92069,48,2017,2
92069,48,2018,2
92069,48,2019,5
92069,48,2020,1
92069,49,2015,8
92069,49,2016,3
92069,49,2017,1
92069,49,2018,1
92069,49,2019,2
92069,49,2020,2
92069,50,2015,2
92069,50,2017,1
92069,50,2018,1
92069,50,2019,3
92069,51,2015,2
92069,51,2016,1
92069,51,2017,7
92069,51,2018,2
92069,51,2019,4
92069,52,2015,5
92069,52,2016,4
92069,52,2017,4
92069,52,2018,7
92069,52,2019,8
92069,53,2015,2
92069,53,2016,5
92070,2,2018,2
92070,2,2019,1
92070,6,2018,2
92070,7,2017,1
92070,12,2020,1
92070,13,2018,3
92070,13,2019,1
92070,15,2016,1
92070,26,2017,1
92070,28,2017,1
92070,33,2017,1
92070,34,2016,1
92070,35,2018,1
92070,36,2018,1
92070,41,2015,1
92070,44,2017,1
92070,45,2018,1
92070,50,2017,1
92070,50,2018,1
92070,51,2015,1
92070,52,2016,1
92071,1,2016,5
92071,1,2017,5
92071,1,2018,22
92071,1,2019,7
92071,1,2020,3
92071,2,2016,8
92071,2,2017,7
92071,2,2018,4
92071,2,2019,6
92071,2,2020,13
92071,3,2016,11
92071,3,2017,8
92071,3,2018,7
92071,3,2019,8
92071,3,2020,16
92071,4,2016,4
92071,4,2017,5
92071,4,2018,10
92071,4,2019,11
92071,4,2020,10
92071,5,2016,19
92071,5,2017,8
92071,5,2018,17
92071,5,2019,6
92071,5,2020,13
92071,6,2016,13
92071,6,2017,4
92071,6,2018,15
92071,6,2019,9
92071,6,2020,14
92071,7,2016,9
92071,7,2017,4
92071,7,2018,6
92071,7,2019,13
92071,7,2020,13
92071,8,2016,8
92071,8,2017,3
92071,8,2018,5
92071,8,2019,10
92071,8,2020,10
92071,9,2016,12
92071,9,2017,6
92071,9,2018,5
92071,9,2019,17
92071,9,2020,8
92071,10,2016,4
92071,10,2017,5
92071,10,2018,13
92071,10,2019,5
92071,10,2020,5
92071,11,2016,5
92071,11,2017,9
92071,11,2018,6
92071,11,2019,16
92071,11,2020,18
92071,12,2016,8
92071,12,2017,8
92071,12,2018,12
92071,12,2019,10
92071,12,2020,6
92071,13,2016,4
92071,13,2017,8
92071,13,2018,8
92071,13,2019,13
92071,14,2016,3
92071,14,2017,7
92071,14,2018,9
92071,14,2019,9
92071,14,2020,1
92071,15,2016,3
92071,15,2017,8
92071,15,2018,3
92071,15,2019,10
92071,16,2016,6
92071,16,2017,5
92071,16,2018,4
92071,16,2019,9
92071,16,2020,2
92071,17,2016,5
92071,17,2017,5
92071,17,2018,4
92071,17,2019,4
92071,17,2020,2
92071,18,2016,5
92071,18,2017,4
92071,18,2018,5
92071,18,2019,5
92071,18,2020,1
92071,19,2016,4
92071,19,2017,5
92071,19,2018,6
92071,19,2019,3
92071,20,2016,5
92071,20,2017,8
92071,20,2018,5
92071,20,2019,9
92071,21,2016,1
92071,21,2017,4
92071,21,2018,2
92071,21,2019,5
92071,22,2016,4
92071,22,2017,5
92071,22,2018,2
92071,22,2019,9
92071,23,2016,1
92071,23,2017,4
92071,23,2018,5
92071,23,2019,4
92071,24,2016,6
92071,24,2017,6
92071,24,2018,6
92071,24,2019,3
92071,25,2016,5
92071,25,2017,5
92071,25,2018,3
92071,25,2019,4
92071,26,2016,4
92071,26,2017,5
92071,26,2018,1
92071,26,2019,5
92071,26,2020,2
92071,27,2016,5
92071,27,2017,4
92071,27,2018,4
92071,27,2019,4
92071,28,2016,3
92071,28,2017,3
92071,28,2018,1
92071,28,2019,5
92071,28,2020,3
92071,29,2016,3
92071,29,2017,1
92071,29,2018,1
92071,29,2019,1
92071,30,2016,2
92071,30,2017,1
92071,30,2018,2
92071,30,2019,2
92071,30,2020,1
92071,31,2016,5
92071,31,2017,1
92071,31,2018,3
92071,31,2019,1
92071,31,2020,1
92071,32,2016,2
92071,32,2017,3
92071,32,2019,5
92071,32,2020,2
92071,33,2016,3
92071,33,2017,8
92071,33,2018,5
92071,33,2019,6
92071,33,2020,1
92071,34,2016,3
92071,34,2017,1
92071,34,2018,4
92071,34,2019,1
92071,34,2020,2
92071,35,2016,6
92071,35,2017,2
92071,35,2018,3
92071,35,2019,5
92071,35,2020,1
92071,36,2016,6
92071,36,2017,3
92071,36,2018,3
92071,36,2019,7
92071,37,2016,2
92071,37,2017,3
92071,37,2018,4
92071,37,2019,8
92071,37,2020,2
92071,38,2016,4
92071,38,2017,2
92071,38,2018,5
92071,38,2019,3
92071,39,2016,2
92071,39,2017,10
92071,39,2018,3
92071,39,2019,12
92071,39,2020,1
92071,40,2015,2
92071,40,2016,4
92071,40,2017,8
92071,40,2018,5
92071,40,2019,7
92071,40,2020,4
92071,41,2015,3
92071,41,2016,2
92071,41,2017,5
92071,41,2018,6
92071,41,2019,6
92071,41,2020,2
92071,42,2015,6
92071,42,2016,6
92071,42,2017,11
92071,42,2018,4
92071,42,2019,7
92071,43,2015,7
92071,43,2016,5
92071,43,2017,4
92071,43,2018,7
92071,43,2019,5
92071,44,2015,7
92071,44,2016,1
92071,44,2017,6
92071,44,2018,1
92071,44,2019,4
92071,44,2020,1
92071,45,2015,4
92071,45,2016,4
92071,45,2017,6
92071,45,2018,1
92071,45,2019,2
92071,46,2015,8
92071,46,2016,11
92071,46,2017,4
92071,46,2018,6
92071,46,2019,8
92071,46,2020,2
92071,47,2015,12
92071,47,2016,3
92071,47,2017,10
92071,47,2018,9
92071,47,2019,9
92071,48,2015,1
92071,48,2016,8
92071,48,2017,7
92071,48,2018,9
92071,48,2019,5
92071,48,2020,3
92071,49,2015,5
92071,49,2016,6
92071,49,2017,7
92071,49,2018,7
92071,49,2019,8
92071,49,2020,1
92071,50,2015,5
92071,50,2016,10
92071,50,2017,7
92071,50,2018,6
92071,50,2019,8
92071,51,2015,10
92071,51,2016,9
92071,51,2017,12
92071,51,2018,5
92071,51,2019,14
92071,52,2015,7
92071,52,2016,8
92071,52,2017,19
92071,52,2018,14
92071,52,2019,18
92071,53,2015,6
92071,53,2016,6
92072,1,2019,1
92072,5,2016,1
92072,5,2018,1
92072,5,2019,1
92072,7,2018,1
92072,9,2018,1
92072,18,2020,1
92072,24,2019,1
92072,25,2019,1
92072,26,2019,1
92072,34,2017,1
92072,35,2020,1
92072,37,2019,1
92072,42,2018,1
92072,43,2019,1
92072,49,2019,1
92072,53,2015,1
92074,1,2020,3
92074,2,2017,1
92074,3,2017,1
92074,3,2019,1
92074,3,2020,2
92074,4,2017,1
92074,5,2018,1
92074,5,2020,1
92074,8,2019,3
92074,9,2020,1
92074,10,2018,1
92074,11,2019,1
92074,20,2017,1
92074,25,2017,1
92074,35,2016,1
92074,39,2019,1
92074,47,2017,1
92074,47,2019,1
92074,48,2017,1
92074,49,2020,1
92074,51,2018,1
92074,52,2017,4
92075,1,2018,1
92075,1,2019,2
92075,2,2017,1
92075,2,2018,3
92075,3,2016,1
92075,4,2016,1
92075,4,2020,1
92075,5,2017,3
92075,5,2018,2
92075,5,2020,1
92075,6,2018,1
92075,6,2020,1
92075,7,2016,2
92075,7,2017,1
92075,7,2020,1
92075,8,2016,1
92075,8,2017,1
92075,8,2018,1
92075,8,2020,2
92075,9,2019,1
92075,10,2019,1
92075,10,2020,1
92075,11,2017,1
92075,11,2018,2
92075,11,2019,1
92075,12,2017,1
92075,12,2020,1
92075,13,2016,1
92075,13,2017,1
92075,14,2019,2
92075,16,2018,2
92075,17,2016,1
92075,17,2019,1
92075,17,2020,1
92075,18,2017,1
92075,19,2016,1
92075,20,2018,1
92075,20,2020,1
92075,21,2016,1
92075,22,2018,1
92075,23,2016,1
92075,24,2016,1
92075,24,2017,1
92075,27,2017,1
92075,30,2018,1
92075,30,2019,1
92075,31,2016,1
92075,31,2017,1
92075,32,2017,1
92075,32,2019,1
92075,34,2016,1
92075,37,2018,1
92075,37,2019,1
92075,38,2018,2
92075,39,2018,1
92075,39,2019,1
92075,42,2018,1
92075,43,2015,1
92075,43,2017,1
92075,44,2015,1
92075,44,2017,1
92075,44,2019,1
92075,45,2017,1
92075,46,2015,1
92075,46,2016,1
92075,47,2017,1
92075,47,2018,2
92075,47,2019,1
92075,49,2016,1
92075,49,2019,2
92075,49,2020,1
92075,50,2017,2
92075,51,2018,1
92075,51,2019,1
92075,52,2015,2
92075,52,2018,3
92075,52,2019,1
92078,1,2016,2
92078,1,2017,2
92078,1,2018,4
92078,1,2019,1
92078,2,2016,1
92078,2,2017,5
92078,2,2018,6
92078,2,2019,5
92078,2,2020,1
92078,3,2017,7
92078,3,2018,4
92078,3,2019,4
92078,3,2020,5
92078,4,2016,2
92078,4,2017,1
92078,4,2018,2
92078,4,2019,2
92078,4,2020,2
92078,5,2016,3
92078,5,2017,2
92078,5,2018,2
92078,5,2019,1
92078,5,2020,4
92078,6,2016,4
92078,6,2017,1
92078,6,2018,2
92078,6,2019,1
92078,6,2020,2
92078,7,2016,3
92078,7,2018,6
92078,7,2020,1
92078,8,2016,7
92078,8,2017,3
92078,8,2018,4
92078,8,2019,4
92078,8,2020,2
92078,9,2016,2
92078,9,2017,1
92078,9,2018,5
92078,10,2016,3
92078,10,2017,1
92078,10,2018,1
92078,10,2019,1
92078,10,2020,1
92078,11,2016,3
92078,11,2017,3
92078,11,2018,4
92078,11,2019,4
92078,11,2020,1
92078,12,2016,4
92078,12,2017,2
92078,12,2018,1
92078,12,2019,1
92078,13,2016,1
92078,13,2018,1
92078,13,2019,5
92078,13,2020,3
92078,14,2017,3
92078,14,2018,6
92078,14,2019,2
92078,15,2018,4
92078,16,2016,5
92078,16,2018,2
92078,16,2019,4
92078,17,2016,1
92078,17,2018,2
92078,17,2019,2
92078,18,2016,3
92078,18,2017,1
92078,18,2018,1
92078,18,2019,2
92078,19,2016,1
92078,19,2017,2
92078,19,2018,1
92078,19,2019,2
92078,19,2020,1
92078,20,2019,1
92078,21,2018,1
92078,21,2019,2
92078,22,2016,1
92078,22,2017,1
92078,23,2016,2
92078,23,2019,1
92078,24,2017,1
92078,24,2018,1
92078,25,2016,2
92078,25,2017,1
92078,25,2018,1
92078,26,2016,2
92078,26,2017,1
92078,26,2019,1
92078,27,2016,1
92078,27,2017,1
92078,28,2016,1
92078,28,2017,1
92078,28,2019,2
92078,29,2017,2
92078,29,2018,1
92078,29,2019,1
92078,30,2019,2
92078,31,2019,2
92078,32,2017,1
92078,32,2019,1
92078,33,2017,2
92078,34,2017,1
92078,34,2019,1
92078,35,2017,2
92078,35,2020,1
92078,36,2016,1
92078,36,2018,2
92078,36,2019,2
92078,37,2017,2
92078,37,2018,3
92078,38,2016,1
92078,38,2017,3
92078,38,2019,5
92078,39,2016,1
92078,39,2017,2
92078,39,2018,1
92078,39,2019,1
92078,40,2017,2
92078,40,2019,1
92078,41,2015,4
92078,41,2016,1
92078,41,2017,2
92078,41,2018,2
92078,41,2019,1
92078,41,2020,1
92078,42,2015,2
92078,42,2016,1
92078,42,2017,2
92078,42,2019,3
92078,42,2020,1
92078,43,2015,1
92078,43,2018,1
92078,44,2015,1
92078,44,2017,3
92078,44,2019,4
92078,44,2020,1
92078,45,2015,1
92078,45,2016,1
92078,45,2017,1
92078,45,2019,1
92078,46,2015,1
92078,46,2016,1
92078,46,2017,3
92078,46,2019,1
92078,47,2015,4
92078,47,2016,1
92078,47,2017,2
92078,47,2018,1
92078,47,2020,1
92078,48,2015,4
92078,48,2016,1
92078,48,2017,1
92078,48,2018,1
92078,48,2019,1
92078,48,2020,1
92078,49,2015,1
92078,49,2016,2
92078,49,2017,3
92078,49,2018,1
92078,49,2019,3
92078,50,2015,4
92078,50,2016,2
92078,50,2017,1
92078,50,2018,2
92078,50,2019,5
92078,51,2015,1
92078,51,2016,1
92078,51,2018,3
92078,51,2019,7
92078,52,2015,2
92078,52,2016,1
92078,52,2017,2
92078,52,2019,6
92078,53,2015,1
92079,2,2018,1
92079,2,2019,1
92079,3,2016,1
92079,3,2019,1
92079,3,2020,1
92079,4,2019,1
92079,9,2020,1
92079,11,2019,1
92079,13,2018,1
92079,16,2019,2
92079,18,2018,1
92079,31,2019,1
92079,46,2016,1
92079,48,2017,1
92079,50,2019,1
92079,53,2016,1
92081,1,2016,2
92081,1,2018,2
92081,1,2019,1
92081,2,2019,1
92081,3,2020,2
92081,4,2016,1
92081,4,2017,3
92081,4,2018,2
92081,4,2019,1
92081,4,2020,2
92081,5,2016,3
92081,5,2018,6
92081,5,2019,1
92081,5,2020,4
92081,6,2016,1
92081,6,2017,1
92081,6,2018,1
92081,6,2019,3
92081,6,2020,2
92081,7,2016,1
92081,7,2017,3
92081,7,2019,4
92081,7,2020,2
92081,8,2016,1
92081,8,2017,2
92081,8,2018,2
92081,8,2019,4
92081,8,2020,2
92081,9,2017,2
92081,9,2018,1
92081,9,2019,1
92081,9,2020,2
92081,10,2016,1
92081,10,2017,1
92081,10,2018,2
92081,10,2019,4
92081,10,2020,2
92081,11,2017,2
92081,11,2018,2
92081,11,2019,2
92081,11,2020,1
92081,12,2016,1
92081,12,2017,4
92081,12,2019,2
92081,12,2020,3
92081,13,2016,1
92081,13,2019,1
92081,14,2016,2
92081,14,2017,1
92081,14,2018,1
92081,14,2019,2
92081,14,2020,1
92081,15,2016,2
92081,15,2017,1
92081,15,2019,1
92081,15,2020,1
92081,16,2016,1
92081,16,2018,2
92081,17,2016,2
92081,17,2017,1
92081,17,2018,1
92081,17,2019,1
92081,18,2016,1
92081,18,2017,1
92081,18,2020,1
92081,19,2019,4
92081,20,2017,1
92081,20,2018,1
92081,20,2019,2
92081,21,2016,2
92081,22,2016,1
92081,22,2017,1
92081,23,2016,1
92081,23,2017,1
92081,23,2018,1
92081,23,2019,1
92081,24,2016,1
92081,24,2019,1
92081,25,2016,1
92081,25,2017,3
92081,25,2019,2
92081,26,2019,3
92081,27,2017,3
92081,28,2019,1
92081,30,2017,1
92081,30,2019,2
92081,31,2016,1
92081,32,2019,1
92081,32,2020,1
92081,33,2016,2
92081,33,2017,1
92081,33,2018,1
92081,34,2018,1
92081,35,2017,3
92081,35,2020,1
92081,36,2016,1
92081,38,2017,2
92081,39,2017,1
92081,39,2018,1
92081,40,2016,1
92081,40,2017,3
92081,41,2016,1
92081,42,2015,1
92081,42,2016,1
92081,42,2017,1
92081,42,2019,1
92081,42,2020,1
92081,43,2015,2
92081,43,2018,1
92081,43,2019,3
92081,44,2015,1
92081,44,2017,1
92081,45,2016,2
92081,45,2017,2
92081,45,2018,2
92081,45,2019,5
92081,46,2015,2
92081,46,2019,1
92081,47,2018,1
92081,47,2020,3
92081,48,2016,1
92081,48,2019,2
92081,48,2020,1
92081,49,2015,1
92081,49,2016,1
92081,49,2017,1
92081,49,2018,1
92081,50,2015,1
92081,50,2017,1
92081,51,2015,3
92081,51,2016,1
92081,51,2017,2
92081,51,2018,1
92081,52,2015,1
92081,52,2016,1
92081,52,2017,1
92081,52,2018,1
92081,52,2019,2
92081,53,2015,1
92082,1,2016,2
92082,1,2017,1
92082,1,2018,2
92082,1,2019,3
92082,1,2020,2
92082,2,2017,1
92082,2,2018,3
92082,2,2020,1
92082,3,2017,1
92082,3,2018,3
92082,3,2020,1
92082,4,2018,2
92082,4,2019,2
92082,5,2016,3
92082,5,2018,1
92082,5,2020,1
92082,6,2017,3
92082,6,2018,3
92082,6,2020,2
92082,7,2016,1
92082,7,2017,3
92082,7,2018,1
92082,7,2019,1
92082,7,2020,4
92082,8,2016,2
92082,8,2017,3
92082,8,2018,3
92082,8,2019,1
92082,8,2020,4
92082,9,2018,1
92082,10,2016,1
92082,10,2017,2
92082,10,2018,2
92082,10,2019,2
92082,11,2019,5
92082,11,2020,1
92082,12,2017,3
92082,12,2018,3
92082,12,2019,1
92082,13,2017,1
92082,13,2018,2
92082,14,2017,1
92082,14,2018,1
92082,15,2016,1
92082,15,2017,1
92082,15,2019,2
92082,15,2020,1
92082,16,2016,3
92082,16,2018,1
92082,17,2016,2
92082,17,2019,3
92082,18,2017,1
92082,18,2018,1
92082,19,2017,1
92082,19,2019,1
92082,20,2016,2
92082,20,2017,5
92082,20,2019,1
92082,22,2017,1
92082,22,2018,1
92082,23,2017,1
92082,24,2017,1
92082,24,2019,2
92082,25,2016,1
92082,25,2017,1
92082,26,2017,1
92082,26,2018,1
92082,27,2017,4
92082,28,2016,1
92082,28,2019,2
92082,29,2019,1
92082,30,2016,1
92082,30,2017,1
92082,31,2016,1
92082,31,2017,1
92082,32,2017,1
92082,32,2018,1
92082,32,2019,1
92082,33,2019,1
92082,34,2017,1
92082,36,2016,1
92082,37,2017,2
92082,37,2019,1
92082,38,2019,2
92082,39,2017,1
92082,40,2017,2
92082,41,2015,2
92082,41,2019,1
92082,41,2020,1
92082,42,2016,1
92082,42,2017,2
92082,42,2019,1
92082,43,2017,1
92082,43,2018,1
92082,44,2015,5
92082,44,2016,1
92082,44,2019,2
92082,45,2015,4
92082,45,2016,1
92082,45,2017,1
92082,46,2016,1
92082,46,2017,1
92082,47,2017,1
92082,48,2016,1
92082,48,2017,4
92082,48,2019,4
92082,49,2017,1
92082,49,2018,2
92082,49,2020,1
92082,50,2015,3
92082,50,2016,1
92082,50,2017,3
92082,50,2019,4
92082,51,2015,1
92082,51,2017,1
92082,51,2018,2
92082,51,2019,1
92082,52,2015,3
92082,52,2017,2
92082,52,2018,4
92082,52,2019,6
92083,1,2016,2
92083,1,2017,3
92083,1,2018,6
92083,1,2019,1
92083,1,2020,2
92083,2,2016,1
92083,2,2017,2
92083,2,2018,4
92083,2,2019,1
92083,2,2020,5
92083,3,2016,3
92083,3,2017,2
92083,3,2018,3
92083,3,2019,1
92083,3,2020,5
92083,4,2017,7
92083,4,2018,2
92083,4,2019,2
92083,4,2020,3
92083,5,2016,5
92083,5,2018,5
92083,5,2019,5
92083,5,2020,7
92083,6,2016,4
92083,6,2017,6
92083,6,2018,5
92083,6,2019,5
92083,6,2020,5
92083,7,2016,4
92083,7,2017,2
92083,7,2018,15
92083,7,2019,4
92083,7,2020,5
92083,8,2016,1
92083,8,2017,5
92083,8,2018,3
